"DatasetName","MonitoringLocationID","MonitoringLocationName","MonitoringLocationLatitude","MonitoringLocationLongitude","MonitoringLocationHorizontalCoordinateReferenceSystem","MonitoringLocationHorizontalAccuracyMeasure","MonitoringLocationHorizontalAccuracyUnit","MonitoringLocationType","ActivityType","ActivityMediaName","ActivityStartDate","ActivityStartTime","ActivityEndDate","ActivityEndTime","ActivityDepthHeightMeasure","ActivityDepthHeightUnit","SampleCollectionEquipmentName","CharacteristicName","MethodSpeciation","ResultSampleFraction","ResultValue","ResultUnit","ResultValueType","ResultDetectionCondition","ResultDetectionQuantitationLimitMeasure","ResultDetectionQuantitationLimitUnit","ResultDetectionQuantitationLimitType","ResultStatusID","ResultComment","ResultAnalyticalMethodID","ResultAnalyticalMethodContext","ResultAnalyticalMethodName","AnalysisStartDate","AnalysisStartTime","AnalysisStartTimeZone","LaboratoryName","LaboratorySampleID"
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-01,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-30,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-29,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-28,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-27,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-26,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-25,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-24,"","","","-0.2","m","Water Bottle","Enterococcus","","","75","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-23,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-22,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-21,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-20,"","","","-0.2","m","Water Bottle","Enterococcus","","","52","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-19,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-18,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-17,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-16,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-15,"","","","-0.2","m","Water Bottle","Enterococcus","","","31","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-14,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-13,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-12,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-11,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-10,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-09,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-08,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-07,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-06,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-05,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-04,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-03,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-02,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-01,"","","","-0.2","m","Water Bottle","Enterococcus","","","41","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-31,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-30,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-29,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-28,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-27,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-26,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-25,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-24,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-23,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-22,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-21,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-20,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-19,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 4","Parlee Beach Provincial Park",46.239975,-64.507346,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-05-18,"","","","-0.2","m","Water Bottle","Enterococcus","","","52","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-13,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-12,"","","","-0.2","m","Water Bottle","Enterococcus","","","213","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-11,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-10,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-09,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-08,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-07,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-06,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-05,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-04,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-03,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-02,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-09-01,"","","","-0.2","m","Water Bottle","Enterococcus","","","31","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-31,"","","","-0.2","m","Water Bottle","Enterococcus","","","2143","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-30,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-29,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-28,"","","","-0.2","m","Water Bottle","Enterococcus","","","171","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-27,"","","","-0.2","m","Water Bottle","Enterococcus","","","31","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-26,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-25,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-24,"","","","-0.2","m","Water Bottle","Enterococcus","","","52","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-23,"","","","-0.2","m","Water Bottle","Enterococcus","","","30","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-22,"","","","-0.2","m","Water Bottle","Enterococcus","","","86","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-21,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-20,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-19,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-18,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-17,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-16,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-15,"","","","-0.2","m","Water Bottle","Enterococcus","","","84","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
